#YY,MM,DD,hhmm,LAT,LON,WDIR,WSPD,GST,PRES,PTDY,ATMP,WTMP,DEWP,WVHT,DPD
2024,05,17,0000,37.24,126.02,180,5.0,MM,MM,MM,13.6,13.2,MM,0.5,6
2024,05,16,2300,37.24,126.02,160,6.0,MM,MM,MM,13.4,13.2,MM,0.5,6
2024,05,16,2200,37.24,126.02,170,7.0,MM,MM,MM,13.6,13.1,MM,0.5,5
2024,05,16,2100,37.24,126.02,170,6.0,MM,MM,MM,13.6,13.1,MM,0.5,6
2024,05,16,2000,37.24,126.02,180,6.0,MM,MM,MM,13.0,13.1,MM,0.5,6
2024,05,16,1900,37.24,126.02,180,6.0,MM,MM,MM,12.6,13.1,MM,0.5,6
2024,05,16,1800,37.24,126.02,160,5.0,MM,MM,MM,12.2,13.2,MM,0.5,5
2024,05,16,1700,37.24,126.02,180,5.0,MM,MM,MM,12.3,13.1,MM,0.5,5
2024,05,16,1600,37.24,126.02,170,4.0,MM,MM,MM,12.3,13.1,MM,0.5,5
2024,05,16,1500,37.24,126.02,170,3.0,MM,MM,MM,12.2,13.1,MM,0.5,5
2024,05,16,1400,37.24,126.02,190,3.0,MM,MM,MM,12.3,13.2,MM,0.5,5
2024,05,16,1300,37.24,126.02,200,2.0,MM,MM,MM,12.7,13.6,MM,0.5,5
2024,05,16,1100,37.24,126.02,210,3.0,MM,MM,MM,12.8,13.1,MM,0.5,5
2024,05,16,1000,37.24,126.02,180,2.0,MM,MM,MM,12.9,13.1,MM,0.0,6
2024,05,16,0900,37.24,126.02,200,3.0,MM,MM,MM,13.1,13.3,MM,0.5,6
2024,05,16,0800,37.24,126.02,200,3.0,MM,MM,MM,13.2,13.1,MM,0.5,6
2024,05,16,0700,37.24,126.02,230,3.0,MM,MM,MM,13.7,13.3,MM,0.5,6
2024,05,16,0600,37.24,126.02,200,3.0,MM,MM,MM,13.3,13.5,MM,0.5,6
2024,05,16,0400,37.24,126.02,230,1.0,MM,MM,MM,13.0,13.6,MM,0.5,6
2024,05,16,0300,37.24,126.02,230,1.0,MM,MM,MM,12.8,13.4,MM,0.5,6
2024,05,16,0200,37.24,126.02,250,2.0,MM,MM,MM,12.7,13.5,MM,0.5,6
2024,05,16,0100,37.24,126.02,290,2.0,MM,MM,MM,12.6,13.2,MM,0.5,5
2024,05,16,0000,37.24,126.02,300,4.0,MM,MM,MM,12.6,13.1,MM,0.5,6
2024,05,15,2300,37.24,126.02,290,6.0,MM,MM,MM,12.3,13.0,MM,0.5,4
2024,05,15,2200,37.24,126.02,300,5.0,MM,MM,MM,12.6,13.0,MM,0.5,4
2024,05,15,2000,37.24,126.02,320,5.0,MM,MM,MM,12.2,13.0,MM,0.5,5
2024,05,15,1900,37.24,126.02,310,7.0,MM,MM,MM,12.1,13.1,MM,0.5,3
2024,05,15,1800,37.24,126.02,310,7.0,MM,MM,MM,11.7,13.0,MM,0.5,4
2024,05,15,1700,37.24,126.02,340,7.0,MM,MM,MM,11.3,13.0,MM,0.5,4
2024,05,15,1500,37.24,126.02,10,9.0,MM,MM,MM,10.7,13.0,MM,0.5,5
2024,05,15,1400,37.24,126.02,20,9.0,MM,MM,MM,10.6,13.0,MM,1.0,5
2024,05,15,1300,37.24,126.02,20,11.0,MM,MM,MM,10.7,13.0,MM,1.0,5
2024,05,15,1200,37.24,126.02,30,11.0,MM,MM,MM,10.1,12.9,MM,1.0,5
2024,05,15,1100,37.24,126.02,30,13.0,MM,MM,MM,10.5,13.0,MM,1.0,5
2024,05,15,1000,37.24,126.02,10,13.0,MM,MM,MM,11.4,13.1,MM,0.5,5
2024,05,15,0900,37.24,126.02,350,9.0,MM,MM,MM,11.9,13.0,MM,0.5,5
2024,05,15,0800,37.24,126.02,0,5.0,MM,MM,MM,12.1,13.0,MM,0.5,4
2024,05,15,0700,37.24,126.02,320,7.0,MM,MM,MM,11.8,13.0,MM,0.5,5
2024,05,15,0600,37.24,126.02,310,8.0,MM,MM,MM,11.3,13.1,MM,0.5,5
2024,05,15,0500,37.24,126.02,350,6.0,MM,MM,MM,10.9,13.1,MM,0.5,5
2024,05,15,0400,37.24,126.02,10,6.0,MM,MM,MM,11.1,13.1,MM,0.5,5
2024,05,15,0300,37.24,126.02,360,8.0,MM,MM,MM,12.5,13.0,MM,0.5,4
2024,05,15,0100,37.24,126.02,350,9.0,MM,MM,MM,13.6,12.9,MM,0.5,5
2024,05,15,0000,37.24,126.02,300,1.0,MM,MM,MM,12.7,13.0,MM,0.5,4
2024,05,14,2300,37.24,126.02,260,4.0,MM,MM,MM,13.2,13.1,MM,0.5,4
2024,05,14,2200,37.24,126.02,190,3.0,MM,MM,MM,13.1,13.0,MM,0.5,4
2024,05,14,2100,37.24,126.02,190,4.0,MM,MM,MM,13.9,13.0,MM,0.5,4
2024,05,14,2000,37.24,126.02,160,3.0,MM,MM,MM,13.1,13.0,MM,0.5,4
2024,05,14,1900,37.24,126.02,170,4.0,MM,MM,MM,13.3,13.0,MM,0.0,4
2024,05,14,1700,37.24,126.02,160,3.0,MM,MM,MM,12.9,12.9,MM,0.0,5
2024,05,14,1600,37.24,126.02,150,3.0,MM,MM,MM,13.0,13.0,MM,0.0,5
2024,05,14,1500,37.24,126.02,190,3.0,MM,MM,MM,13.5,13.0,MM,0.0,5
2024,05,14,1400,37.24,126.02,200,4.0,MM,MM,MM,13.3,13.0,MM,0.0,4
2024,05,14,1300,37.24,126.02,200,4.0,MM,MM,MM,13.3,13.0,MM,0.0,4
2024,05,14,1200,37.24,126.02,190,3.0,MM,MM,MM,13.6,12.9,MM,0.0,4
2024,05,14,1100,37.24,126.02,190,3.0,MM,MM,MM,13.1,13.0,MM,0.0,4
2024,05,14,1000,37.24,126.02,190,3.0,MM,MM,MM,13.3,13.1,MM,0.0,3
2024,05,14,0900,37.24,126.02,190,3.0,MM,MM,MM,13.4,13.2,MM,0.0,3
2024,05,14,0800,37.24,126.02,180,3.0,MM,MM,MM,13.4,13.3,MM,0.0,3
2024,05,14,0700,37.24,126.02,190,3.0,MM,MM,MM,13.7,13.2,MM,0.0,3
2024,05,14,0600,37.24,126.02,160,2.0,MM,MM,MM,13.4,13.2,MM,0.0,4
2024,05,14,0500,37.24,126.02,190,3.0,MM,MM,MM,13.9,13.0,MM,0.0,3
2024,05,14,0400,37.24,126.02,200,4.0,MM,MM,MM,13.8,13.1,MM,0.0,4
2024,05,14,0300,37.24,126.02,180,4.0,MM,MM,MM,13.4,13.2,MM,0.0,4
2024,05,14,0200,37.24,126.02,180,4.0,MM,MM,MM,13.1,13.3,MM,0.0,4
2024,05,14,0100,37.24,126.02,170,4.0,MM,MM,MM,12.8,12.8,MM,0.0,6
2024,05,14,0000,37.24,126.02,170,5.0,MM,MM,MM,12.9,12.7,MM,0.0,4
2024,05,13,2300,37.24,126.02,170,4.0,MM,MM,MM,12.5,12.7,MM,40.0,12
2024,05,13,2200,37.24,126.02,180,5.0,MM,MM,MM,12.6,12.8,MM,0.0,5
2024,05,13,2100,37.24,126.02,150,4.0,MM,MM,MM,12.7,12.8,MM,0.0,3
2024,05,13,2000,37.24,126.02,140,4.0,MM,MM,MM,12.7,12.8,MM,0.0,5
2024,05,13,1900,37.24,126.02,130,3.0,MM,MM,MM,12.5,12.9,MM,0.0,3
2024,05,13,1800,37.24,126.02,140,3.0,MM,MM,MM,13.4,12.9,MM,0.0,4
2024,05,13,1700,37.24,126.02,160,3.0,MM,MM,MM,12.9,12.9,MM,0.0,4
2024,05,13,1600,37.24,126.02,180,3.0,MM,MM,MM,13.2,12.9,MM,0.0,4
2024,05,13,1500,37.24,126.02,160,2.0,MM,MM,MM,13.2,12.9,MM,0.0,4
2024,05,13,1400,37.24,126.02,200,1.0,MM,MM,MM,13.2,13.0,MM,0.0,4
2024,05,13,1300,37.24,126.02,210,1.0,MM,MM,MM,12.9,12.8,MM,0.0,4
2024,05,13,1200,37.24,126.02,240,3.0,MM,MM,MM,13.4,12.8,MM,0.0,4
2024,05,13,1100,37.24,126.02,210,2.0,MM,MM,MM,13.3,12.8,MM,0.0,4
2024,05,13,1000,37.24,126.02,230,4.0,MM,MM,MM,14.0,12.9,MM,0.0,4
2024,05,13,0900,37.24,126.02,240,5.0,MM,MM,MM,14.0,13.0,MM,0.0,4
2024,05,13,0700,37.24,126.02,220,2.0,MM,MM,MM,14.7,13.5,MM,0.0,4
2024,05,13,0600,37.24,126.02,190,1.0,MM,MM,MM,13.8,13.1,MM,0.0,4
2024,05,13,0500,37.24,126.02,170,1.0,MM,MM,MM,13.4,12.9,MM,0.0,4
2024,05,13,0400,37.24,126.02,190,0.0,MM,MM,MM,14.6,12.9,MM,0.0,4
2024,05,13,0200,37.24,126.02,310,1.0,MM,MM,MM,13.3,13.1,MM,0.0,4
2024,05,13,0100,37.24,126.02,270,1.0,MM,MM,MM,12.5,13.3,MM,0.0,4
2024,05,13,0000,37.24,126.02,270,2.0,MM,MM,MM,12.3,12.7,MM,0.0,4
2024,05,12,2300,37.24,126.02,250,2.0,MM,MM,MM,12.0,12.5,MM,0.0,4
2024,05,12,2200,37.24,126.02,240,2.0,MM,MM,MM,11.9,12.6,MM,0.0,4
2024,05,12,2100,37.24,126.02,250,2.0,MM,MM,MM,12.0,12.7,MM,0.0,4
2024,05,12,2000,37.24,126.02,260,2.0,MM,MM,MM,12.5,12.7,MM,0.0,4
2024,05,12,1900,37.24,126.02,340,0.0,MM,MM,MM,12.6,12.7,MM,0.0,4
2024,05,12,1800,37.24,126.02,330,1.0,MM,MM,MM,12.4,12.8,MM,0.0,4
2024,05,12,1700,37.24,126.02,330,3.0,MM,MM,MM,13.6,12.8,MM,0.0,4
2024,05,12,1600,37.24,126.02,340,4.0,MM,MM,MM,13.2,12.7,MM,0.0,4
2024,05,12,1500,37.24,126.02,330,3.0,MM,MM,MM,12.9,12.8,MM,0.5,4
2024,05,12,1400,37.24,126.02,330,5.0,MM,MM,MM,13.2,12.8,MM,0.5,5
2024,05,12,1300,37.24,126.02,330,7.0,MM,MM,MM,13.8,12.8,MM,0.5,5
2024,05,12,1200,37.24,126.02,320,7.0,MM,MM,MM,13.7,12.6,MM,0.5,5
2024,05,12,1100,37.24,126.02,320,8.0,MM,MM,MM,13.7,12.5,MM,0.5,5
2024,05,12,1000,37.24,126.02,310,8.0,MM,MM,MM,13.7,12.6,MM,0.5,5
2024,05,12,0900,37.24,126.02,310,9.0,MM,MM,MM,14.0,12.6,MM,0.5,4
2024,05,12,0800,37.24,126.02,310,9.0,MM,MM,MM,13.8,12.8,MM,0.5,4
2024,05,12,0700,37.24,126.02,300,8.0,MM,MM,MM,13.7,12.8,MM,0.5,4
2024,05,12,0600,37.24,126.02,290,5.0,MM,MM,MM,13.3,12.9,MM,0.5,6
2024,05,12,0500,37.24,126.02,310,6.0,MM,MM,MM,13.2,12.8,MM,0.0,6
2024,05,12,0400,37.24,126.02,300,4.0,MM,MM,MM,12.7,12.7,MM,0.0,5
2024,05,12,0300,37.24,126.02,0,2.0,MM,MM,MM,12.8,12.6,MM,0.0,7
2024,05,12,0200,37.24,126.02,290,1.0,MM,MM,MM,12.9,12.6,MM,0.0,7
2024,05,12,0100,37.24,126.02,320,2.0,MM,MM,MM,12.4,12.7,MM,0.5,7
2024,05,12,0000,37.24,126.02,320,1.0,MM,MM,MM,12.3,12.4,MM,0.5,7
2024,05,11,2300,37.24,126.02,200,1.0,MM,MM,MM,12.1,12.4,MM,0.5,7
2024,05,11,2200,37.24,126.02,220,2.0,MM,MM,MM,11.8,12.3,MM,0.5,7
2024,05,11,2100,37.24,126.02,230,3.0,MM,MM,MM,11.8,12.4,MM,0.5,7
2024,05,11,1900,37.24,126.02,230,3.0,MM,MM,MM,12.2,12.5,MM,0.5,6
2024,05,11,1700,37.24,126.02,250,2.0,MM,MM,MM,12.0,12.6,MM,0.5,7
2024,05,11,1600,37.24,126.02,180,1.0,MM,MM,MM,11.8,12.6,MM,0.5,6
2024,05,11,1500,37.24,126.02,290,2.0,MM,MM,MM,12.0,12.6,MM,0.5,7
2024,05,11,1400,37.24,126.02,310,0.0,MM,MM,MM,11.7,12.6,MM,0.5,8
2024,05,11,1300,37.24,126.02,250,1.0,MM,MM,MM,12.0,12.6,MM,0.5,9
2024,05,11,1100,37.24,126.02,290,2.0,MM,MM,MM,12.1,12.4,MM,0.5,8
2024,05,11,1000,37.24,126.02,270,4.0,MM,MM,MM,12.4,12.4,MM,0.5,7
2024,05,11,0900,37.24,126.02,240,7.0,MM,MM,MM,12.9,12.5,MM,0.5,7
2024,05,11,0800,37.24,126.02,220,10.0,MM,MM,MM,14.2,12.5,MM,0.5,7
2024,05,11,0500,37.24,126.02,220,12.0,MM,MM,MM,15.8,12.6,MM,0.5,7
2024,05,11,0400,37.24,126.02,200,8.0,MM,MM,MM,14.5,12.5,MM,0.5,6
2024,05,11,0300,37.24,126.02,210,10.0,MM,MM,MM,15.0,12.5,MM,1.0,6
2024,05,11,0200,37.24,126.02,190,10.0,MM,MM,MM,14.9,12.5,MM,0.5,5
2024,05,11,0100,37.24,126.02,190,10.0,MM,MM,MM,14.5,12.5,MM,1.0,8
2024,05,11,0000,37.24,126.02,190,9.0,MM,MM,MM,14.2,12.5,MM,0.5,7
2024,05,10,2300,37.24,126.02,190,11.0,MM,MM,MM,14.2,12.2,MM,0.5,7
2024,05,10,2200,37.24,126.02,180,11.0,MM,MM,MM,14.0,12.3,MM,0.5,7
2024,05,10,2000,37.24,126.02,190,11.0,MM,MM,MM,14.0,12.4,MM,0.5,6
2024,05,10,1900,37.24,126.02,190,10.0,MM,MM,MM,13.8,12.5,MM,0.5,6
2024,05,10,1800,37.24,126.02,200,7.0,MM,MM,MM,13.5,12.5,MM,0.5,5
2024,05,10,1700,37.24,126.02,210,8.0,MM,MM,MM,13.7,12.4,MM,0.5,5
2024,05,10,1600,37.24,126.02,200,9.0,MM,MM,MM,13.7,12.5,MM,0.5,5
2024,05,10,1500,37.24,126.02,200,8.0,MM,MM,MM,13.6,12.5,MM,0.5,5
2024,05,10,1400,37.24,126.02,190,4.0,MM,MM,MM,13.2,12.4,MM,0.5,6
2024,05,10,1300,37.24,126.02,200,6.0,MM,MM,MM,13.6,12.5,MM,0.5,6
2024,05,10,1200,37.24,126.02,180,5.0,MM,MM,MM,12.9,12.6,MM,0.5,5
2024,05,10,1100,37.24,126.02,170,6.0,MM,MM,MM,12.9,12.4,MM,0.5,6
2024,05,10,1000,37.24,126.02,170,7.0,MM,MM,MM,12.9,12.2,MM,0.5,5
2024,05,10,0900,37.24,126.02,180,7.0,MM,MM,MM,13.1,12.3,MM,0.5,5
2024,05,10,0800,37.24,126.02,190,7.0,MM,MM,MM,13.9,12.5,MM,0.5,4
2024,05,10,0600,37.24,126.02,190,6.0,MM,MM,MM,13.4,12.7,MM,0.5,4
2024,05,10,0500,37.24,126.02,200,5.0,MM,MM,MM,13.4,12.8,MM,0.5,4
2024,05,10,0400,37.24,126.02,190,5.0,MM,MM,MM,13.2,12.5,MM,0.5,5
2024,05,10,0300,37.24,126.02,180,5.0,MM,MM,MM,12.9,12.4,MM,0.5,5
2024,05,10,0200,37.24,126.02,180,6.0,MM,MM,MM,12.8,12.4,MM,0.5,6
2024,05,10,0100,37.24,126.02,180,5.0,MM,MM,MM,12.7,12.4,MM,0.5,6
2024,05,10,0000,37.24,126.02,180,6.0,MM,MM,MM,12.5,12.4,MM,0.5,6
2024,05,09,2300,37.24,126.02,170,5.0,MM,MM,MM,12.2,12.3,MM,0.5,6
2024,05,09,2200,37.24,126.02,160,5.0,MM,MM,MM,11.9,11.9,MM,0.5,5
2024,05,09,2100,37.24,126.02,170,4.0,MM,MM,MM,11.8,12.1,MM,0.5,5
2024,05,09,2000,37.24,126.02,170,4.0,MM,MM,MM,11.8,12.1,MM,0.5,5
2024,05,09,1900,37.24,126.02,170,6.0,MM,MM,MM,12.1,12.3,MM,0.5,5
2024,05,09,1800,37.24,126.02,180,6.0,MM,MM,MM,12.0,12.3,MM,0.5,5
2024,05,09,1700,37.24,126.02,170,5.0,MM,MM,MM,12.0,12.3,MM,0.5,5
2024,05,09,1600,37.24,126.02,180,3.0,MM,MM,MM,12.2,12.4,MM,0.5,6
2024,05,09,1500,37.24,126.02,180,5.0,MM,MM,MM,12.7,12.4,MM,0.5,6
2024,05,09,1400,37.24,126.02,200,4.0,MM,MM,MM,12.6,12.3,MM,0.5,5
2024,05,09,1300,37.24,126.02,190,4.0,MM,MM,MM,12.8,12.3,MM,0.5,5
2024,05,09,1200,37.24,126.02,200,4.0,MM,MM,MM,12.9,12.4,MM,0.5,5
2024,05,09,1100,37.24,126.02,210,5.0,MM,MM,MM,13.1,12.5,MM,0.5,5
2024,05,09,1000,37.24,126.02,210,6.0,MM,MM,MM,13.0,12.3,MM,0.5,4
2024,05,09,0900,37.24,126.02,210,8.0,MM,MM,MM,13.4,12.1,MM,0.5,4
2024,05,09,0800,37.24,126.02,210,9.0,MM,MM,MM,12.5,12.3,MM,0.0,4
2024,05,09,0600,37.24,126.02,210,10.0,MM,MM,MM,12.5,12.3,MM,0.0,3
2024,05,09,0500,37.24,126.02,200,9.0,MM,MM,MM,12.9,12.4,MM,0.0,3
2024,05,09,0400,37.24,126.02,180,6.0,MM,MM,MM,12.2,12.5,MM,0.0,3
2024,05,09,0300,37.24,126.02,200,7.0,MM,MM,MM,12.6,12.4,MM,0.0,3
2024,05,09,0200,37.24,126.02,200,4.0,MM,MM,MM,12.1,12.3,MM,0.0,7
2024,05,09,0100,37.24,126.02,180,4.0,MM,MM,MM,11.7,12.3,MM,0.0,4
2024,05,08,2300,37.24,126.02,170,4.0,MM,MM,MM,11.2,12.2,MM,0.0,4
2024,05,08,2200,37.24,126.02,170,4.0,MM,MM,MM,10.9,11.9,MM,0.0,4
2024,05,08,2100,37.24,126.02,170,3.0,MM,MM,MM,10.9,11.7,MM,0.0,3
2024,05,08,2000,37.24,126.02,200,2.0,MM,MM,MM,11.5,12.0,MM,0.0,4
2024,05,08,1900,37.24,126.02,220,2.0,MM,MM,MM,11.4,12.1,MM,0.0,4
2024,05,08,1800,37.24,126.02,240,2.0,MM,MM,MM,11.5,12.2,MM,0.0,4
2024,05,08,1700,37.24,126.02,240,2.0,MM,MM,MM,11.4,12.2,MM,0.0,3
2024,05,08,1600,37.24,126.02,290,3.0,MM,MM,MM,11.6,12.3,MM,0.0,4
2024,05,08,1400,37.24,126.02,290,2.0,MM,MM,MM,11.8,12.3,MM,0.0,3
2024,05,08,1300,37.24,126.02,290,3.0,MM,MM,MM,11.8,12.3,MM,0.0,4
2024,05,08,1200,37.24,126.02,290,2.0,MM,MM,MM,11.9,12.3,MM,0.0,5
2024,05,08,1100,37.24,126.02,280,3.0,MM,MM,MM,11.7,12.3,MM,0.0,5
2024,05,08,1000,37.24,126.02,280,2.0,MM,MM,MM,12.1,12.5,MM,0.0,5
2024,05,08,0900,37.24,126.02,280,4.0,MM,MM,MM,12.1,11.8,MM,0.0,4
2024,05,08,0800,37.24,126.02,260,3.0,MM,MM,MM,12.2,11.9,MM,0.0,4
2024,05,08,0700,37.24,126.02,270,3.0,MM,MM,MM,12.2,12.2,MM,0.0,4
2024,05,08,0600,37.24,126.02,300,3.0,MM,MM,MM,12.5,12.4,MM,0.0,4
2024,05,08,0500,37.24,126.02,290,2.0,MM,MM,MM,12.8,12.2,MM,0.0,4
2024,05,08,0400,37.24,126.02,250,1.0,MM,MM,MM,13.2,12.8,MM,0.0,5
2024,05,08,0300,37.24,126.02,60,1.0,MM,MM,MM,13.2,12.5,MM,0.0,5
2024,05,08,0200,37.24,126.02,80,3.0,MM,MM,MM,12.7,12.3,MM,0.0,6
2024,05,08,0100,37.24,126.02,70,5.0,MM,MM,MM,12.3,12.3,MM,0.0,6
2024,05,08,0000,37.24,126.02,70,6.0,MM,MM,MM,11.8,12.2,MM,0.0,5
2024,05,07,2300,37.24,126.02,70,6.0,MM,MM,MM,11.7,12.2,MM,0.0,6
2024,05,07,2200,37.24,126.02,80,6.0,MM,MM,MM,11.7,12.1,MM,0.0,5
2024,05,07,2100,37.24,126.02,70,6.0,MM,MM,MM,12.0,11.5,MM,0.5,4
2024,05,07,2000,37.24,126.02,80,5.0,MM,MM,MM,11.8,11.6,MM,0.5,5
2024,05,07,1900,37.24,126.02,50,5.0,MM,MM,MM,12.1,11.8,MM,0.5,5
2024,05,07,1800,37.24,126.02,50,5.0,MM,MM,MM,12.1,12.0,MM,0.0,5
2024,05,07,1700,37.24,126.02,60,4.0,MM,MM,MM,12.2,12.2,MM,0.0,5
2024,05,07,1600,37.24,126.02,50,5.0,MM,MM,MM,12.5,12.2,MM,0.5,5
2024,05,07,1500,37.24,126.02,40,5.0,MM,MM,MM,12.7,12.3,MM,0.5,6
2024,05,07,1300,37.24,126.02,60,6.0,MM,MM,MM,13.4,12.3,MM,0.0,7
2024,05,07,1200,37.24,126.02,70,5.0,MM,MM,MM,13.2,12.3,MM,0.5,7
2024,05,07,1000,37.24,126.02,50,3.0,MM,MM,MM,11.9,12.2,MM,0.5,7
2024,05,07,0900,37.24,126.02,40,4.0,MM,MM,MM,11.9,12.3,MM,0.5,6
2024,05,07,0800,37.24,126.02,30,3.0,MM,MM,MM,11.8,11.7,MM,0.5,6
2024,05,07,0600,37.24,126.02,40,6.0,MM,MM,MM,12.1,12.0,MM,0.5,5
2024,05,07,0500,37.24,126.02,60,7.0,MM,MM,MM,13.1,12.2,MM,0.5,6
2024,05,07,0400,37.24,126.02,70,6.0,MM,MM,MM,12.9,12.2,MM,0.5,6
2024,05,07,0300,37.24,126.02,70,8.0,MM,MM,MM,12.2,12.3,MM,0.5,6
2024,05,07,0200,37.24,126.02,80,4.0,MM,MM,MM,11.8,12.3,MM,0.5,6
2024,05,06,2300,37.24,126.02,120,3.0,MM,MM,MM,11.2,12.2,MM,0.5,7
2024,05,06,2200,37.24,126.02,140,2.0,MM,MM,MM,11.3,12.1,MM,0.5,7
2024,05,06,2100,37.24,126.02,190,2.0,MM,MM,MM,11.3,12.2,MM,0.5,7
2024,05,06,2000,37.24,126.02,230,3.0,MM,MM,MM,11.3,11.6,MM,0.5,7
2024,05,06,1900,37.24,126.02,230,4.0,MM,MM,MM,11.3,11.7,MM,0.5,6
2024,05,06,1800,37.24,126.02,220,3.0,MM,MM,MM,11.6,11.9,MM,0.5,6
2024,05,06,1700,37.24,126.02,210,5.0,MM,MM,MM,11.5,12.0,MM,0.5,6
2024,05,06,1600,37.24,126.02,220,6.0,MM,MM,MM,11.8,11.9,MM,0.5,5
2024,05,06,1500,37.24,126.02,210,6.0,MM,MM,MM,11.6,12.2,MM,0.5,5
2024,05,06,1400,37.24,126.02,220,5.0,MM,MM,MM,11.7,12.3,MM,0.5,6
2024,05,06,1300,37.24,126.02,210,5.0,MM,MM,MM,12.4,12.3,MM,0.5,6
2024,05,06,1100,37.24,126.02,210,6.0,MM,MM,MM,12.6,12.2,MM,0.5,7
2024,05,06,0900,37.24,126.02,210,7.0,MM,MM,MM,12.5,12.1,MM,0.5,6
2024,05,06,0800,37.24,126.02,210,7.0,MM,MM,MM,12.4,11.7,MM,0.5,6
2024,05,06,0700,37.24,126.02,220,7.0,MM,MM,MM,12.5,11.7,MM,0.5,6
2024,05,06,0600,37.24,126.02,210,6.0,MM,MM,MM,12.3,11.9,MM,0.5,5
2024,05,06,0500,37.24,126.02,220,6.0,MM,MM,MM,12.3,12.0,MM,0.5,51
2024,05,06,0400,37.24,126.02,230,6.0,MM,MM,MM,12.5,12.1,MM,0.0,4
2024,05,06,0300,37.24,126.02,220,5.0,MM,MM,MM,11.9,12.1,MM,0.5,4
2024,05,06,0200,37.24,126.02,230,6.0,MM,MM,MM,12.2,12.2,MM,0.5,4
2024,05,06,0100,37.24,126.02,220,6.0,MM,MM,MM,12.3,12.2,MM,0.5,5
2024,05,06,0000,37.24,126.02,220,6.0,MM,MM,MM,12.3,12.1,MM,0.5,4
2024,05,05,2300,37.24,126.02,220,7.0,MM,MM,MM,12.6,12.1,MM,0.0,4
