#YY,MM,DD,hh,mm,WVHT,SwH,SwP,WWH,WWP,SwD,WWD,STEEPNESS,APD,MWD
2024,05,18,17,10,1.7,1.7,11.4,0.3,4.0,NW,WNW,SWELL,8.6,307
2024,05,18,16,40,1.5,1.5,10.0,0.2,3.6,NW,WNW,SWELL,8.4,313
2024,05,18,16,10,1.7,1.6,9.1,0.3,3.8,NW,W,AVERAGE,8.5,310
2024,05,18,15,40,1.7,1.7,11.4,0.3,3.8,WNW,WNW,SWELL,8.8,302
2024,05,18,15,10,1.7,1.7,10.8,0.3,3.7,NW,WNW,SWELL,8.5,308
2024,05,18,14,40,1.6,1.6,19.0,0.3,4.0,SW,WNW,SWELL,8.2,234
2024,05,18,14,10,1.5,1.5,9.1,0.3,3.7,NW,WNW,AVERAGE,8.3,314
2024,05,18,13,40,1.5,1.4,17.4,0.3,3.8,SW,WNW,SWELL,8.2,222
2024,05,18,13,10,1.4,1.3,10.0,0.3,4.0,NW,WNW,SWELL,7.6,314
2024,05,18,12,40,1.5,1.5,9.1,0.3,4.0,NW,WNW,AVERAGE,8.0,313
2024,05,18,12,10,1.6,1.5,9.1,0.3,3.2,NW,WNW,AVERAGE,8.1,313
2024,05,18,11,40,1.5,1.4,10.0,0.3,4.0,NW,WNW,SWELL,7.8,308
2024,05,18,11,10,1.5,1.5,9.1,0.3,3.8,NW,W,AVERAGE,7.5,313
2024,05,18,10,40,1.5,1.5,10.0,0.3,3.7,NW,W,SWELL,7.8,311
2024,05,18,10,10,1.6,1.5,9.1,0.3,3.7,NW,WNW,AVERAGE,7.8,309
2024,05,18,09,40,1.5,1.4,10.0,0.3,4.0,NW,WNW,SWELL,7.5,308
2024,05,18,09,10,1.5,1.5,10.0,0.3,3.8,NW,WNW,SWELL,7.5,306
2024,05,18,08,40,1.5,1.5,9.1,0.3,3.4,NW,WNW,AVERAGE,7.5,307
2024,05,18,08,10,1.5,1.5,10.0,0.4,4.0,NW,WNW,SWELL,7.1,311
2024,05,18,07,40,1.5,1.5,10.0,0.4,4.0,NW,W,SWELL,7.2,316
2024,05,18,07,10,1.8,1.7,10.0,0.4,3.7,NW,WNW,SWELL,7.7,316
2024,05,18,06,40,1.8,1.7,12.9,0.4,4.0,WNW,WNW,SWELL,7.8,288
2024,05,18,06,10,1.7,1.7,10.0,0.3,3.8,NW,WNW,SWELL,7.7,318
2024,05,18,05,40,1.7,1.7,10.0,0.3,3.8,NW,WNW,SWELL,7.7,317
2024,05,18,05,10,1.6,1.6,10.0,0.3,3.7,NW,WNW,SWELL,7.8,313
2024,05,18,04,40,1.8,1.8,10.0,0.3,3.6,NW,WNW,SWELL,8.0,314
2024,05,18,04,10,1.7,1.6,10.0,0.3,3.8,NW,WNW,SWELL,7.8,314
2024,05,18,03,40,1.6,1.6,10.0,0.3,3.6,NW,WNW,SWELL,7.7,313
2024,05,18,03,10,1.6,1.5,10.8,0.3,4.0,WNW,WNW,SWELL,7.4,301
2024,05,18,02,40,1.6,1.5,10.0,0.3,3.8,NW,WNW,SWELL,7.8,317
2024,05,18,02,10,1.5,1.5,10.0,0.3,4.0,NW,WNW,SWELL,7.5,312
2024,05,18,01,40,1.6,1.6,10.0,0.3,3.7,NW,WNW,SWELL,7.7,314
2024,05,18,01,10,1.6,1.5,9.1,0.3,4.0,NW,WNW,AVERAGE,7.8,316
2024,05,18,00,40,1.6,1.5,10.0,0.3,3.6,NW,WNW,SWELL,7.6,313
2024,05,18,00,10,1.5,1.5,10.0,0.3,3.8,NW,WNW,SWELL,7.6,316
2024,05,17,23,40,1.5,1.4,9.1,0.3,4.0,NW,W,AVERAGE,7.6,318
2024,05,17,23,10,1.4,1.4,9.1,0.3,3.8,NW,WNW,SWELL,7.6,310
2024,05,17,22,40,1.5,1.5,9.1,0.3,4.0,NW,WNW,AVERAGE,7.6,314
2024,05,17,22,10,1.5,1.5,12.9,0.3,3.6,WNW,WNW,SWELL,7.6,285
2024,05,17,21,40,1.5,1.4,9.1,0.3,3.3,NW,WNW,SWELL,7.5,313
2024,05,17,21,10,1.5,1.5,12.9,0.3,4.0,W,WNW,SWELL,7.6,279
2024,05,17,20,40,1.4,1.4,10.0,0.3,4.0,NW,WNW,SWELL,7.2,307
2024,05,17,20,10,1.3,1.3,10.0,0.3,3.6,NW,WNW,SWELL,7.0,309
2024,05,17,19,40,1.3,1.3,10.0,0.3,3.4,NW,WNW,SWELL,7.1,306
2024,05,17,19,10,1.4,1.3,12.9,0.3,3.7,WNW,WNW,SWELL,7.2,300
2024,05,17,18,40,1.4,1.3,12.9,0.3,4.0,WNW,NW,SWELL,7.0,290
2024,05,17,18,10,1.4,1.4,9.1,0.3,3.3,NW,W,SWELL,7.1,319
2024,05,17,17,40,1.4,1.4,13.8,0.4,4.0,WNW,WNW,SWELL,7.0,290
2024,05,17,17,10,1.4,1.3,13.8,0.4,3.4,W,WNW,SWELL,7.0,276
2024,05,17,16,40,1.4,1.4,13.8,0.3,3.7,W,W,SWELL,7.3,272
2024,05,17,16,10,1.4,1.4,9.1,0.3,3.6,NW,WNW,SWELL,7.1,313
2024,05,17,15,40,1.5,1.4,13.8,0.3,3.6,W,WNW,SWELL,7.5,263
2024,05,17,15,10,1.3,1.3,9.1,0.3,3.4,NW,WNW,SWELL,7.1,315
2024,05,17,14,40,1.3,1.3,13.8,0.3,3.8,WNW,W,SWELL,7.2,287
2024,05,17,14,10,1.3,1.2,13.8,0.3,3.8,W,WNW,SWELL,6.7,271
2024,05,17,13,40,1.3,1.3,10.0,0.3,3.8,NW,W,SWELL,6.8,313
2024,05,17,13,10,1.2,1.1,10.0,0.3,3.6,NW,W,SWELL,6.6,314
2024,05,17,12,40,1.2,1.2,13.8,0.3,3.3,WNW,WNW,SWELL,7.0,291
2024,05,17,12,10,1.3,1.3,10.0,0.3,3.7,NW,WNW,SWELL,7.3,310
2024,05,17,11,40,1.3,1.3,9.1,0.3,3.7,NW,W,SWELL,7.4,317
2024,05,17,11,10,1.3,1.3,9.1,0.3,3.6,NW,W,SWELL,7.2,318
2024,05,17,10,40,1.2,1.2,10.0,0.3,3.6,NW,WNW,SWELL,7.2,318
2024,05,17,10,10,1.3,1.3,10.0,0.3,3.4,NW,W,SWELL,7.2,321
2024,05,17,09,40,1.3,1.3,10.0,0.3,3.7,NW,W,SWELL,7.6,318
2024,05,17,09,10,1.3,1.3,9.1,0.3,4.0,NW,W,SWELL,7.2,323
2024,05,17,08,40,1.2,1.1,10.0,0.3,3.8,NW,W,SWELL,7.0,314
2024,05,17,08,10,1.2,1.1,10.8,0.3,3.4,NW,W,SWELL,7.1,306
2024,05,17,07,40,1.2,1.1,10.0,0.3,4.2,NW,W,SWELL,7.3,318
2024,05,17,07,10,1.3,1.2,14.8,0.3,4.5,WNW,WNW,SWELL,7.8,301
2024,05,17,06,40,1.1,1.0,10.8,0.2,3.7,NW,WSW,SWELL,7.1,324
2024,05,17,06,10,1.3,1.2,10.8,0.2,3.2,NW,WNW,SWELL,8.0,313
2024,05,17,05,40,1.2,1.2,10.8,0.2,3.7,NW,W,SWELL,7.9,315
2024,05,17,05,10,1.2,1.2,10.0,0.2,3.6,NW,WNW,SWELL,7.8,312
2024,05,17,04,40,1.2,1.2,10.8,0.2,3.7,NW,WSW,SWELL,7.8,315
2024,05,17,04,10,1.2,1.2,10.0,0.3,4.0,NW,W,SWELL,7.6,316
2024,05,17,03,40,1.2,1.1,10.0,0.3,3.6,NW,W,SWELL,7.5,318
2024,05,17,03,10,1.1,1.1,10.0,0.3,4.0,NW,W,SWELL,7.6,312
2024,05,17,02,40,1.1,1.0,14.8,0.3,3.7,W,W,SWELL,7.1,263
2024,05,17,02,10,1.2,1.2,10.0,0.3,3.7,NW,W,SWELL,7.5,307
2024,05,17,01,40,1.1,1.1,10.8,0.3,3.3,NW,W,SWELL,7.5,304
2024,05,17,01,10,1.2,1.1,10.8,0.3,3.7,NW,W,SWELL,7.4,305
2024,05,17,00,40,1.1,1.1,12.9,0.3,3.8,SW,W,SWELL,7.4,230
2024,05,17,00,10,1.1,1.1,11.4,0.3,3.8,WNW,WNW,SWELL,7.3,301
2024,05,16,23,40,1.2,1.2,10.0,0.3,3.7,NW,W,SWELL,7.5,312
2024,05,16,23,10,1.2,1.2,10.0,0.3,3.8,NW,WNW,SWELL,7.5,314
2024,05,16,22,40,1.3,1.3,10.8,0.3,3.7,NW,W,SWELL,7.8,313
2024,05,16,22,10,1.3,1.3,10.8,0.3,3.1,NW,W,SWELL,7.8,310
2024,05,16,21,40,1.2,1.2,10.0,0.2,3.8,NW,WNW,SWELL,7.8,315
2024,05,16,21,10,1.2,1.2,10.0,0.2,3.7,NW,W,SWELL,7.7,305
2024,05,16,20,40,1.3,1.2,10.0,0.3,3.1,NW,W,SWELL,7.6,307
2024,05,16,20,10,1.2,1.2,10.8,0.3,4.0,NW,W,SWELL,7.9,308
2024,05,16,19,40,1.2,1.2,10.8,0.3,3.8,NW,W,SWELL,7.6,304
2024,05,16,19,10,1.2,1.1,10.8,0.2,3.4,NW,W,SWELL,7.5,309
2024,05,16,18,40,1.3,1.3,11.4,0.3,4.0,NW,W,SWELL,8.0,309
2024,05,16,18,10,1.2,1.2,10.8,0.3,4.0,NW,W,SWELL,7.8,314
2024,05,16,17,40,1.3,1.2,10.8,0.3,4.0,NW,W,SWELL,7.9,310
2024,05,16,17,10,1.3,1.2,11.4,0.3,3.6,NW,WNW,SWELL,7.7,309
2024,05,16,16,40,1.2,1.2,10.8,0.3,3.8,NW,W,SWELL,7.7,317
2024,05,16,16,10,1.2,1.2,13.8,0.3,3.6,SW,W,SWELL,7.5,221
2024,05,16,15,40,1.3,1.3,10.8,0.3,3.3,NW,W,SWELL,7.7,312
2024,05,16,15,10,1.3,1.2,10.8,0.3,3.8,NW,WNW,SWELL,7.6,317
2024,05,16,14,40,1.2,1.2,10.8,0.3,3.8,NW,WNW,SWELL,7.4,315
2024,05,16,14,10,1.4,1.3,10.8,0.3,3.6,NW,W,SWELL,7.9,319
2024,05,16,13,40,1.4,1.4,10.0,0.3,3.6,NW,W,SWELL,8.1,317
