#YY,MM,DD,hh,mm,WVHT,SwH,SwP,WWH,WWP,SwD,WWD,STEEPNESS,APD,MWD
2024,05,18,16,45,0.7,MM,MM,MM,MM,MM,MM,,3.9,160
2024,05,18,15,45,0.7,MM,MM,MM,MM,MM,MM,,4.0,152
2024,05,18,14,45,0.7,MM,MM,MM,MM,MM,MM,,4.2,151
2024,05,18,13,45,0.7,MM,MM,MM,MM,MM,MM,,4.4,152
2024,05,18,12,45,0.8,MM,MM,MM,MM,MM,MM,,4.3,160
2024,05,18,11,45,0.8,MM,MM,MM,MM,MM,MM,,4.2,162
2024,05,18,10,45,0.8,MM,MM,MM,MM,MM,MM,STEEP,4.3,174
2024,05,18,09,45,0.7,MM,MM,MM,MM,MM,MM,,4.2,180
2024,05,18,08,45,0.6,MM,MM,MM,MM,MM,MM,,4.0,169
2024,05,18,07,45,0.6,MM,MM,MM,MM,MM,MM,,3.8,163
2024,05,18,06,45,0.6,MM,MM,MM,MM,MM,MM,,3.7,161
2024,05,18,05,45,0.6,MM,MM,MM,MM,MM,MM,,3.5,157
2024,05,18,04,45,0.6,MM,MM,MM,MM,MM,MM,,3.5,161
2024,05,18,03,45,0.5,MM,MM,MM,MM,MM,MM,,3.4,158
2024,05,18,02,45,0.5,MM,MM,MM,MM,MM,MM,,3.3,157
2024,05,18,01,45,0.5,MM,MM,MM,MM,MM,MM,,3.2,156
2024,05,18,00,45,0.5,MM,MM,MM,MM,MM,MM,,3.2,156
2024,05,17,23,45,0.5,MM,MM,MM,MM,MM,MM,,3.2,146
2024,05,17,22,45,0.5,MM,MM,MM,MM,MM,MM,,3.1,139
2024,05,17,21,45,0.4,MM,MM,MM,MM,MM,MM,,3.5,128
2024,05,17,20,45,0.4,MM,MM,MM,MM,MM,MM,,4.2,129
2024,05,17,19,45,0.4,MM,MM,MM,MM,MM,MM,,4.1,132
2024,05,17,18,45,0.4,MM,MM,MM,MM,MM,MM,,4.1,136
2024,05,17,17,45,0.4,MM,MM,MM,MM,MM,MM,,4.3,136
2024,05,17,16,45,0.4,MM,MM,MM,MM,MM,MM,,4.2,147
2024,05,17,15,45,0.5,MM,MM,MM,MM,MM,MM,,4.1,144
2024,05,17,14,45,0.5,MM,MM,MM,MM,MM,MM,,4.0,148
2024,05,17,13,45,0.5,MM,MM,MM,MM,MM,MM,,3.8,154
2024,05,17,12,45,0.5,MM,MM,MM,MM,MM,MM,,3.6,156
2024,05,17,11,45,0.5,MM,MM,MM,MM,MM,MM,,3.3,160
2024,05,17,10,45,0.5,MM,MM,MM,MM,MM,MM,,3.6,153
2024,05,17,09,45,0.5,MM,MM,MM,MM,MM,MM,,3.7,149
2024,05,17,08,45,0.5,MM,MM,MM,MM,MM,MM,,3.6,150
2024,05,17,07,45,0.5,MM,MM,MM,MM,MM,MM,,3.7,146
2024,05,17,06,45,0.5,MM,MM,MM,MM,MM,MM,,3.6,147
2024,05,17,05,45,0.5,MM,MM,MM,MM,MM,MM,,3.6,151
2024,05,17,04,45,0.5,MM,MM,MM,MM,MM,MM,,3.4,155
2024,05,17,03,45,0.6,MM,MM,MM,MM,MM,MM,,3.4,147
2024,05,17,02,45,0.5,MM,MM,MM,MM,MM,MM,,3.6,143
2024,05,17,01,45,0.5,MM,MM,MM,MM,MM,MM,,3.6,148
2024,05,17,00,45,0.5,MM,MM,MM,MM,MM,MM,,3.7,147
2024,05,16,23,45,0.5,MM,MM,MM,MM,MM,MM,,3.8,150
2024,05,16,22,45,0.6,MM,MM,MM,MM,MM,MM,,3.5,153
2024,05,16,21,45,0.5,MM,MM,MM,MM,MM,MM,,3.7,150
2024,05,16,20,45,0.5,MM,MM,MM,MM,MM,MM,,4.5,153
2024,05,16,19,45,0.5,MM,MM,MM,MM,MM,MM,,4.6,160
2024,05,16,18,25,0.6,MM,MM,MM,MM,MM,MM,,4.3,167
2024,05,16,18,00,0.6,MM,MM,MM,MM,MM,MM,,4.3,168
2024,05,16,17,25,0.6,MM,MM,MM,MM,MM,MM,,4.3,165
2024,05,16,17,00,0.6,MM,MM,MM,MM,MM,MM,,4.3,172
2024,05,16,16,25,0.6,MM,MM,MM,MM,MM,MM,,4.4,165
2024,05,16,16,00,0.6,MM,MM,MM,MM,MM,MM,,4.5,165
2024,05,16,15,25,0.6,MM,MM,MM,MM,MM,MM,,4.7,159
2024,05,16,15,00,0.6,MM,MM,MM,MM,MM,MM,,4.7,161
2024,05,16,14,25,0.6,MM,MM,MM,MM,MM,MM,,4.6,157
2024,05,16,13,25,0.6,MM,MM,MM,MM,MM,MM,,4.5,158
2024,05,16,12,25,0.7,MM,MM,MM,MM,MM,MM,,4.7,154
2024,05,16,03,00,1.0,MM,MM,MM,MM,MM,MM,AVERAGE,4.7,156
