#YY,MM,DD,hh,mm,WVHT,SwH,SwP,WWH,WWP,SwD,WWD,STEEPNESS,APD,MWD
2024,05,18,17,10,1.6,1.0,7.7,1.2,5.6,ESE,E,AVERAGE,5.1,104
2024,05,18,16,40,1.5,1.0,8.3,1.2,5.6,ESE,E,AVERAGE,5.1,107
2024,05,18,16,10,1.8,1.4,8.3,1.2,5.9,ESE,E,AVERAGE,5.5,103
2024,05,18,15,40,1.6,1.2,8.3,1.1,5.9,ESE,E,AVERAGE,5.2,117
2024,05,18,15,10,1.6,0.9,7.7,1.3,5.3,ESE,E,AVERAGE,5.1,104
2024,05,18,14,40,1.6,0.9,7.7,1.3,6.7,E,ESE,AVERAGE,5.1,101
2024,05,18,14,10,1.7,1.2,8.3,1.2,5.9,ESE,E,AVERAGE,5.2,114
2024,05,18,13,40,1.6,1.1,9.1,1.2,6.2,ESE,ESE,AVERAGE,5.2,108
2024,05,18,13,10,1.6,0.9,7.7,1.3,5.0,ESE,E,AVERAGE,5.1,112
2024,05,18,12,40,1.7,1.2,8.3,1.2,6.2,ESE,E,AVERAGE,5.4,112
2024,05,18,12,10,1.6,1.1,8.3,1.2,5.9,ESE,E,AVERAGE,5.1,109
2024,05,18,10,40,1.5,1.1,7.7,1.0,5.3,ESE,E,AVERAGE,5.0,109
2024,05,18,10,10,1.5,1.1,7.7,1.0,4.8,ESE,E,AVERAGE,5.2,107
2024,05,18,09,40,1.3,0.8,7.7,1.1,6.7,ESE,ESE,STEEP,4.9,114
2024,05,18,09,10,1.4,0.9,7.1,1.2,5.0,ESE,E,STEEP,4.9,116
2024,05,18,08,40,1.5,1.1,7.7,1.0,4.8,ESE,E,AVERAGE,5.0,116
2024,05,18,08,10,1.3,0.9,7.1,1.0,5.0,ESE,E,STEEP,4.7,113
2024,05,18,07,40,1.3,0.9,9.1,0.9,6.2,E,ESE,SWELL,4.8,91
2024,05,18,07,10,1.3,0.9,8.3,0.9,5.9,ESE,ESE,AVERAGE,4.8,116
2024,05,18,06,40,1.2,0.8,8.3,0.8,3.8,E,ENE,AVERAGE,4.7,97
2024,05,18,06,10,1.2,0.8,8.3,0.9,5.9,ESE,ESE,AVERAGE,4.7,111
2024,05,18,05,40,1.1,0.7,7.7,0.8,6.2,ESE,ESE,AVERAGE,4.6,111
