#YY,MM,DD,hh,mm,WVHT,SwH,SwP,WWH,WWP,SwD,WWD,STEEPNESS,APD,MWD
2024,05,18,17,10,1.9,1.9,10.8,0.4,3.8,NW,WNW,SWELL,7.5,309
2024,05,18,16,40,2.4,2.4,10.0,0.4,4.0,NW,WNW,AVERAGE,7.9,312
2024,05,18,16,10,2.1,2.1,10.0,0.4,3.7,NW,WNW,AVERAGE,7.3,319
2024,05,18,15,40,2.0,2.0,10.0,0.4,3.7,NW,WNW,AVERAGE,7.2,315
2024,05,18,15,10,2.0,2.0,10.0,0.4,4.0,NW,WNW,AVERAGE,7.2,319
2024,05,18,14,40,2.1,2.0,10.0,0.4,3.8,NW,WNW,AVERAGE,7.5,318
2024,05,18,14,10,2.2,2.1,10.0,0.4,3.6,NW,NW,AVERAGE,7.4,323
2024,05,18,13,40,2.1,2.1,10.0,0.4,3.6,NW,WNW,AVERAGE,7.3,321
2024,05,18,13,10,2.2,2.2,10.0,0.4,4.0,NW,WNW,AVERAGE,7.5,315
2024,05,18,12,40,2.0,1.9,10.0,0.4,3.4,NW,W,SWELL,7.1,310
2024,05,18,12,10,2.0,2.0,10.0,0.4,3.8,NW,WNW,AVERAGE,7.5,310
2024,05,18,11,40,2.0,2.0,9.1,0.4,3.4,NW,WNW,AVERAGE,7.2,313
2024,05,18,11,10,2.2,2.2,10.0,0.4,3.8,NW,WNW,AVERAGE,7.5,315
2024,05,18,10,40,2.2,2.2,9.1,0.4,3.7,NW,WNW,AVERAGE,7.6,314
2024,05,18,10,10,2.1,2.1,8.3,0.4,3.7,NW,WNW,AVERAGE,7.5,315
2024,05,18,09,40,2.1,2.1,10.0,0.4,3.8,NW,WNW,AVERAGE,7.5,315
2024,05,18,09,10,2.1,2.1,10.0,0.4,3.7,NW,NW,AVERAGE,7.7,317
2024,05,18,08,40,2.1,2.1,9.1,0.4,3.4,NW,WNW,AVERAGE,7.6,316
2024,05,18,08,10,2.2,2.2,9.1,0.4,3.7,NW,NW,AVERAGE,7.7,314
2024,05,18,07,40,2.0,2.0,10.0,0.4,3.8,NW,WNW,AVERAGE,7.4,313
2024,05,18,07,10,2.0,2.0,10.0,0.4,3.6,NW,WNW,AVERAGE,7.4,311
2024,05,18,06,40,2.0,2.0,10.0,0.4,4.0,NW,WNW,AVERAGE,7.3,319
2024,05,18,06,10,1.9,1.8,10.8,0.4,4.0,NW,WNW,SWELL,7.3,309
2024,05,18,05,40,1.7,1.7,10.0,0.4,3.7,NW,WNW,SWELL,7.1,317
2024,05,18,05,10,1.9,1.8,10.0,0.4,4.0,NW,WNW,SWELL,7.4,313
2024,05,18,04,40,1.7,1.6,10.0,0.4,3.6,NW,WNW,SWELL,7.1,314
2024,05,18,04,10,1.8,1.8,9.1,0.4,3.6,NW,WNW,AVERAGE,7.1,318
2024,05,18,03,40,1.8,1.7,9.1,0.4,3.8,NW,WNW,AVERAGE,7.2,311
2024,05,18,03,10,1.8,1.8,9.1,0.4,3.8,NW,WNW,AVERAGE,7.0,313
