#YY,MM,DD,hh,mm,WVHT,SwH,SwP,WWH,WWP,SwD,WWD,STEEPNESS,APD,MWD
2024,05,18,17,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,18,16,00,0.0,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,18,15,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,18,14,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,18,13,00,0.0,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,18,12,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,18,11,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,18,10,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,18,09,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,18,08,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,18,07,00,0.0,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,18,06,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,18,05,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,18,04,00,0.0,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,18,03,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,18,02,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,18,01,00,0.1,MM,MM,MM,MM,MM,MM,,3.8,-99
2024,05,18,00,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,17,23,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,17,22,00,0.0,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,17,21,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,17,20,00,0.1,MM,MM,MM,MM,MM,MM,,4.1,-99
2024,05,17,19,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,17,18,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,17,17,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,17,16,00,0.0,MM,MM,MM,MM,MM,MM,,3.1,-99
2024,05,17,15,00,0.0,MM,MM,MM,MM,MM,MM,,3.5,-99
2024,05,17,14,00,0.0,MM,MM,MM,MM,MM,MM,,3.1,-99
2024,05,17,13,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,17,12,00,0.0,MM,MM,MM,MM,MM,MM,,3.1,-99
2024,05,17,11,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,17,10,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,17,09,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,17,08,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,17,07,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,17,06,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,17,05,00,0.0,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,17,04,00,0.0,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,17,03,00,0.0,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,17,02,00,0.1,MM,MM,MM,MM,MM,MM,,2.3,-99
2024,05,17,01,00,0.1,MM,MM,MM,MM,MM,MM,,2.3,-99
2024,05,17,00,00,0.2,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,16,23,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,16,22,00,0.1,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,16,21,00,0.0,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,16,20,00,0.0,MM,MM,MM,MM,MM,MM,,3.4,-99
2024,05,16,19,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,16,18,00,0.0,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,16,17,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,16,16,00,0.0,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,16,15,00,0.1,MM,MM,MM,MM,MM,MM,,2.2,-99
2024,05,16,14,00,0.0,MM,MM,MM,MM,MM,MM,,2.3,-99
2024,05,16,13,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,16,12,00,0.0,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,16,11,00,0.0,MM,MM,MM,MM,MM,MM,,3.2,-99
2024,05,16,10,00,0.0,MM,MM,MM,MM,MM,MM,,3.6,-99
2024,05,16,09,00,0.0,MM,MM,MM,MM,MM,MM,,4.1,-99
2024,05,16,08,00,0.0,MM,MM,MM,MM,MM,MM,,4.1,-99
2024,05,16,07,00,0.0,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,16,06,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,16,05,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,16,04,00,0.0,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,16,03,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,16,02,00,0.1,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,16,01,00,0.0,MM,MM,MM,MM,MM,MM,,2.3,-99
2024,05,16,00,00,0.0,MM,MM,MM,MM,MM,MM,,2.3,-99
2024,05,15,23,00,0.0,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,15,22,00,0.1,MM,MM,MM,MM,MM,MM,,3.9,-99
2024,05,15,21,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,15,20,00,0.0,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,15,19,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,15,18,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,15,17,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,15,16,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,15,15,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,15,14,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,15,13,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,15,12,00,0.0,MM,MM,MM,MM,MM,MM,,3.1,-99
2024,05,15,11,00,0.0,MM,MM,MM,MM,MM,MM,,3.6,-99
2024,05,15,10,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,15,09,00,0.0,MM,MM,MM,MM,MM,MM,,4.0,-99
2024,05,15,08,00,0.0,MM,MM,MM,MM,MM,MM,,3.8,-99
2024,05,15,07,00,0.0,MM,MM,MM,MM,MM,MM,,3.2,-99
2024,05,15,06,00,0.0,MM,MM,MM,MM,MM,MM,,3.3,-99
2024,05,15,05,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,15,04,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,15,03,00,0.1,MM,MM,MM,MM,MM,MM,,3.2,-99
2024,05,15,02,00,0.1,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,15,01,00,0.0,MM,MM,MM,MM,MM,MM,,3.2,-99
2024,05,15,00,00,0.1,MM,MM,MM,MM,MM,MM,,4.1,-99
2024,05,14,23,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,14,22,00,0.0,MM,MM,MM,MM,MM,MM,,3.3,-99
2024,05,14,21,00,0.0,MM,MM,MM,MM,MM,MM,,3.1,-99
2024,05,14,20,00,0.0,MM,MM,MM,MM,MM,MM,,3.1,-99
2024,05,14,19,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,14,18,00,0.0,MM,MM,MM,MM,MM,MM,,4.3,-99
2024,05,14,17,00,0.0,MM,MM,MM,MM,MM,MM,,4.3,-99
2024,05,14,16,00,0.0,MM,MM,MM,MM,MM,MM,,3.3,-99
2024,05,14,15,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,14,14,00,0.0,MM,MM,MM,MM,MM,MM,,5.0,-99
2024,05,14,13,00,0.0,MM,MM,MM,MM,MM,MM,,4.6,-99
2024,05,14,12,00,0.0,MM,MM,MM,MM,MM,MM,,5.2,-99
2024,05,14,11,00,0.0,MM,MM,MM,MM,MM,MM,,4.4,-99
2024,05,14,10,00,0.0,MM,MM,MM,MM,MM,MM,,4.4,-99
2024,05,14,09,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,14,08,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,14,07,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,14,06,00,0.0,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,14,05,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,14,04,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,14,03,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,14,02,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,14,01,00,0.1,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,14,00,00,0.1,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,13,23,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,13,22,00,0.0,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,13,21,00,0.1,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,13,20,00,0.1,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,13,19,00,0.1,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,13,18,00,0.2,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,13,16,00,0.3,0.1,23.5,0.3,2.5,SSW,NNE,,2.6,25
2024,05,13,15,00,0.2,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,13,14,00,0.1,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,13,13,00,0.2,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,13,12,00,0.2,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,13,11,00,0.1,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,13,10,00,0.1,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,13,09,00,0.1,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,13,08,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,13,07,00,0.0,MM,MM,MM,MM,MM,MM,,2.3,-99
2024,05,13,06,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,13,05,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,13,04,00,0.0,MM,MM,MM,MM,MM,MM,,3.1,-99
2024,05,13,03,00,0.1,MM,MM,MM,MM,MM,MM,,3.5,-99
2024,05,13,02,00,0.0,MM,MM,MM,MM,MM,MM,,3.1,-99
2024,05,13,01,00,0.1,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,13,00,00,0.1,MM,MM,MM,MM,MM,MM,,3.1,-99
2024,05,12,23,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,12,22,00,0.1,MM,MM,MM,MM,MM,MM,,3.1,-99
2024,05,12,21,00,0.0,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,12,20,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,12,19,00,0.0,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,12,18,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,12,17,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,12,16,00,0.0,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,12,15,00,0.0,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,12,14,00,0.1,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,12,12,00,0.1,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,12,11,00,0.1,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,12,10,00,0.2,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,12,08,00,0.3,0.0,10.0,0.3,2.9,ENE,NNE,,2.6,21
2024,05,12,07,00,0.3,0.1,26.7,0.3,2.7,ENE,NE,,2.7,49
2024,05,12,06,00,0.3,0.0,6.2,0.3,2.9,E,NE,,2.6,54
2024,05,12,05,00,0.3,0.0,5.6,0.3,2.9,ESE,NE,,2.7,52
2024,05,12,04,00,0.3,0.0,5.9,0.3,2.9,S,NNE,,2.8,28
2024,05,12,03,00,0.3,0.0,16.0,0.3,3.1,N,NNE,,2.8,25
2024,05,12,02,00,0.4,0.1,4.8,0.4,3.3,E,NNE,,2.9,21
2024,05,12,01,00,0.5,0.1,4.5,0.5,3.3,NE,NNE,,3.0,14
2024,05,11,23,00,0.4,0.0,9.1,0.4,3.4,SW,NNE,,3.0,22
2024,05,11,22,00,0.4,0.0,8.3,0.4,3.2,NNW,NNE,,2.9,17
2024,05,11,21,00,0.5,0.0,6.7,0.5,3.1,N,NNE,,2.9,33
2024,05,11,20,00,0.5,0.0,13.8,0.5,3.1,E,NNE,,3.0,16
2024,05,11,19,00,0.5,0.0,6.2,0.5,3.6,NE,NNE,,3.1,20
2024,05,11,18,00,0.5,0.0,6.7,0.5,3.3,N,NNE,,3.0,25
2024,05,11,17,00,0.5,0.0,5.9,0.5,3.3,SSE,NE,,3.0,34
2024,05,11,16,00,0.5,0.0,6.2,0.5,3.2,N,NNE,,3.0,21
2024,05,11,15,00,0.7,0.0,10.8,0.7,3.3,N,NNE,,3.2,23
2024,05,11,14,00,0.7,0.0,6.7,0.7,3.4,SSE,NNE,,3.2,20
2024,05,11,13,00,0.6,0.0,6.7,0.6,3.6,NE,NNE,,3.2,24
2024,05,11,12,00,0.7,0.1,12.1,0.7,3.7,N,NNE,,3.3,23
2024,05,11,11,00,0.7,0.0,10.0,0.7,3.7,N,NNE,,3.4,28
2024,05,11,10,00,0.6,0.0,7.1,0.6,3.7,SSE,NNE,,3.0,16
2024,05,11,09,00,0.6,0.0,7.7,0.6,3.6,ENE,NNE,,3.0,21
2024,05,11,08,00,0.6,0.1,19.0,0.6,3.1,W,ENE,,3.0,73
2024,05,11,07,00,0.7,0.0,6.2,0.7,3.4,E,NE,,3.1,49
2024,05,11,06,00,0.7,0.0,6.2,0.7,3.6,N,NE,,3.1,46
2024,05,11,05,00,0.6,0.0,8.3,0.6,3.6,E,ENE,,3.1,68
2024,05,11,04,00,0.4,0.0,7.1,0.4,3.2,NE,NE,,2.9,36
2024,05,11,03,00,0.6,0.0,7.1,0.6,3.7,NE,NNE,,3.1,30
2024,05,11,02,00,0.5,0.0,8.3,0.5,3.4,SSE,NNE,,3.0,29
2024,05,11,01,00,0.5,0.0,7.1,0.5,3.0,E,E,,2.8,94
2024,05,11,00,00,0.4,0.0,8.3,0.4,2.9,E,E,,2.8,84
2024,05,10,23,00,0.5,0.0,17.4,0.5,3.3,SSE,ESE,,2.9,111
2024,05,10,21,00,0.6,0.0,7.1,0.6,3.1,E,ESE,,2.8,113
2024,05,10,20,00,0.3,0.0,5.3,0.3,2.4,ESE,ENE,,2.5,59
2024,05,10,19,00,0.2,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,10,18,00,0.2,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,10,17,00,0.2,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,10,16,00,0.4,0.0,12.9,0.4,2.9,NNW,NE,,2.7,38
2024,05,10,15,00,0.4,0.0,7.1,0.4,3.1,E,NE,,2.8,37
2024,05,10,14,00,0.3,0.0,6.7,0.3,3.0,ESE,NE,,2.6,37
2024,05,10,13,00,0.3,0.0,5.9,0.3,3.0,NE,NNE,,2.7,16
2024,05,10,12,00,0.2,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,10,11,00,0.1,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,10,10,00,0.1,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,10,09,00,0.1,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,10,08,00,0.1,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,10,07,00,0.1,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,10,06,00,0.0,MM,MM,MM,MM,MM,MM,,2.9,-99
2024,05,10,05,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,10,04,00,0.0,MM,MM,MM,MM,MM,MM,,3.2,-99
2024,05,10,03,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,10,02,00,0.0,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,10,01,00,0.0,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,10,00,00,0.0,MM,MM,MM,MM,MM,MM,,2.5,-99
2024,05,09,23,00,0.1,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,09,21,00,0.1,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,09,20,00,0.2,MM,MM,MM,MM,MM,MM,,2.7,-99
2024,05,09,19,00,0.2,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,09,18,00,0.3,0.0,4.8,0.3,3.0,NE,E,,2.7,83
2024,05,09,17,00,0.4,0.0,9.1,0.4,2.9,ESE,ENE,,2.7,62
2024,05,09,16,00,0.4,0.1,26.7,0.4,2.9,SW,ENE,,2.9,72
2024,05,09,15,00,0.4,0.0,5.9,0.4,3.1,ENE,ENE,,3.0,73
2024,05,09,14,00,0.5,0.1,23.5,0.5,2.9,W,E,,2.9,101
2024,05,09,13,00,0.5,0.1,23.5,0.5,3.1,SE,ENE,,3.0,73
2024,05,09,12,00,0.5,0.0,6.2,0.5,2.9,ESE,ESE,,2.9,102
2024,05,09,11,00,0.4,0.0,8.3,0.4,3.2,SE,ESE,,2.8,108
2024,05,09,10,00,0.5,0.0,5.6,0.5,3.1,E,E,,2.8,99
2024,05,09,09,00,0.2,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,09,08,00,0.2,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,09,07,00,0.3,0.0,MM,0.3,2.7,MM,ESE,,2.7,103
2024,05,09,05,00,0.3,0.0,10.8,0.3,2.7,NW,ESE,,2.6,105
2024,05,09,04,00,0.1,MM,MM,MM,MM,MM,MM,,2.3,-99
2024,05,09,03,00,0.1,MM,MM,MM,MM,MM,MM,,2.4,-99
2024,05,09,02,00,0.0,MM,MM,MM,MM,MM,MM,,2.6,-99
2024,05,09,01,00,0.1,MM,MM,MM,MM,MM,MM,,4.7,-99
2024,05,09,00,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,08,23,00,0.0,MM,MM,MM,MM,MM,MM,,2.8,-99
2024,05,08,22,00,0.0,MM,MM,MM,MM,MM,MM,,3.0,-99
2024,05,08,21,00,0.0,MM,MM,MM,MM,MM,MM,,2.3,-99
2024,05,08,20,00,0.0,MM,MM,MM,MM,MM,MM,,2.3,-99
